id,act_id,chapter_name,chapter_number
1247,289,OF TRANSFERS OF ACTIONABLE CLAIMS,CHAPTER VIII
1248,290,PRELIMINARY,
1249,290,OF EASEMENTS GENERALLY,CHAPTER I
1250,290,"THE IMPOSITION, ACQUISITION AND TRANSFER OF EASEMENTS",CHAPTER II
1251,290,THE INCIDENTS OF EASEMENTS,CHAPTER III
1252,290,THE DISTURBANCE OF EASEMENTS,CHAPTER IV
1253,290,"THE EXTINCTION, SUSPENSION AND REVIVAL OF EASEMENTS",CHAPTER V
1254,290,LICENSES,CHAPTER VI
1255,292,PRELIMINARY,CHAPTER I
1256,292,CONSTITUTION AND OFFICERS OF THE COURT,CHAPTER II
1257,292,MISCONDUCT OF INFERIOR MINISTERIAL OFFICERS,CHAPTER XI
1258,292,CONTEMPT OF COURT,CHAPTER XII
1259,292,MISCELLANEOUS,CHAPTER XIII
1260,292,LAW ADMINISTERED BY THE COURT,CHAPTER III
1261,292,JURISDICTION IN RESPECT OF SUITS,CHAPTER IV
1262,292,PROCEDURE IN SUITS,CHAPTER V
1263,292,NEW TRIALS AND APPEALS,CHAPTER VI
1264,292,RECOVERY OF POSSESSION OF IMMOVABLE PROPERTY,CHAPTER VII
1265,292,DISTRESSES,CHAPTER VIII
1266,292,REFERENCES TO HIGH COURTS,CHAPTER IX
1267,292,FEES AND COSTS,CHAPTER X
1268,294,PRELIMINARY,CHAPTER I
1269,294,OF THE LOCAL RATE ON LAND.,CHAPTER II.
1270,294,OF DISTRICT AND LOCAL BOARDS.,CHAPTER III.
1271,294,SUPPLEMENTAL PROVISIONS AS TO TAXATION,CHAPTER IV
1272,294,"[AMENTDMENT OF THE NORTHEN INDIA FERRIES ACT, 1878] [REPEALED.].",CHAPTER V
1273,298,PRELIMINARY,
1274,298,ORDERS AUTHORISING THE CONSTRUCTION OF TRAMWAYS,
1275,298,OFFENCES,
1276,298,SETTLEMENT OF DIFFERENCES,
1277,298,RECOVERY OF TOLLS,
1278,298,SAVINGS,
1279,298,SUPPLEMENTAL PROVISIONS,
1280,298,CONSTRUCTION AND MAINTENANCE OF TRAMWAYS,
1281,298,TRAFFIC ON TRAMWAYS,
1282,298,LICENSES TO USE TRAMWAYS,
1283,298,DISCONTINUANCE OF TRAMWAYS,
1284,298,INSOLVENCY OF PROMOTER,
1285,298,PURCHASE OF TRAMWAYS,
1286,298,WORKING OF TRAMWAYS OWNED BY LOCAL AUTHORITIES,
1287,298,RULES,
1288,299,PRELIMINARY,CHAPTER I
1289,299,"GENERAL REGISTRY OFFICES OF BIRTHS, DEATHS AND MARRIAGES",CHAPTER II
1290,299,REGISTRATION OF BIRTHS AND DEATHS,CHAPTER III
1291,299,AMENDMENT OF MARRIAGE ACTS,CHAPTER IV
1292,299,SPECIAL PROVISIONS AS TO CERTAIN EXISTING REGISTERS,CHAPTER V
1293,299,RULES,CHAPTER VI
1294,300,PRELIMINARY,CHAPTER I
1295,300,CONSTITUTIONOF CIVIL COURTS,CHAPTER II
1296,300,ORDINARY JURISIDICTION,CHAPTER III
1297,300,SPECIAL JURISDICTION,CHAPTER IV
1298,300,[MISFEASANCE.]Rep. by the A. O. 1937.,CHAPTER V
1299,300,[MINISTERIAL OFFICERS.]Rep. by the A. O. 1937.,CHAPTER VI
1300,300,SUPPLEMENTAL PROVISIONS,CHAPTER VII
1301,301,PRELIMINARY,CHAPTER I
1302,301,CONSTITUTION OF COURTS OF SMALL CAUSES,CHAPTER II
1303,301,JURISDICTION OF COURTS OF SMALL CAUSES,CHAPTER III
1304,301,PRACTICE AND PROCEDURE,CHAPTER IV
1305,301,SUPPLEMENTAL PROVISIONS,CHAPTER V
1306,308,PRELIMINARY,CHAPTER I
1307,308,MAINTENANCE AND OFFICERS OF PRISONS,CHAPTER II
1308,308,PRISON-OFFENCES,CHAPTER XI
1309,308,MISCELLANEOUS,CHAPTER XII
1310,308,DUTIES OF OFFICERS,CHAPTER III
1311,308,"ADMISSION, REMOVAL AND DISCHARGE OF PRISONERS",CHAPTER IV
1312,308,DISCIPLINEOF PRISONERS,CHAPTER V
1313,308,"FOOD, CLOTHING AND BEDDING OF CIVILAND UNCONVICTED CRIMINAL PRISONERS",CHAPTER VI
1314,308,EMPLOYMENTOF PRISONERS,CHAPTER VII
1315,308,HEALTH OF PRISONERS,CHAPTER VIII
1316,308,VISITSTO PRISONERS,CHAPTER IX
1317,308,OFFENCES IN RELATION TO PRISONERS,CHAPTER X
1318,310,PRELIMINARY,CHAPTER I
1319,310,PRIVILEGE AND PROTECTION OF THE GOVERNMENT,CHAPTER II
1320,310,SUPPLEMENTAL,CHAPTER XI
1321,310,POSTAGE,CHAPTET III
1322,310,POSTAGE STAMPS,CHAPTER IV
1323,310,CONDITIONS OF TRANSMISSION OF POSTAL ARTICLES,CHAPTER V
1324,310,"REGISTRATION, INSURANCE AND VALUE-PAYABLE POST",CHAPTER VI
1325,310,UNDELIVERED POSTAL ARTICLES,CHAPTER VII
1326,310,SHIP LETTERS,CHAPTER VIII
1327,310,MONEY ORDERS,CHAPTER IX
1328,310,PENLTIES AND PROCEDURE,CHAPTER X
1329,313,PRELIMINARY,CHAPTER I
1330,313,STAMP- DUTIES,CHAPTER II
1331,313,ADJUDICATION AS TO STAMPS,CHAPTER III
1332,313,INSTRUMENTS NOT DULY STAMPED,CHAPTER IV
1333,313,ALLOWANCES FOR STAMPS IN CERTAIN CASES,CHAPTER V
1334,313,REFERENCE AND REVISION,CHAPTER VI
1335,313,CRIMINAL OFFENCES AND PROCEDURE,CHAPTER VII
1336,313,SUPPLEMENTAL PROVISIONS,CHAPTER VIII
1337,317,Ancient Monuments,
1338,317,Traffic in Antiquities,
1339,317,"Protection of Sculptures, Carvings, Images, Bas-reliefs, Inscriptions or like objects",
1340,317,Archaeological Excavation,
1341,317,General,
1342,317,,
1343,322,PRELIMINARY,CHAPTER I
1344,322,POWERS OF THE GOVERNMENT,CHAPTER II
1345,322,PORT-OFFICIALS AND THEIR POWERS AND DUTIES,CHAPTER III
1346,322,RULES FOR THE SAFETY OF SHIPPING AND THE CONSERVATION OF PORTS,CHAPTER IV
1347,322,"PORT-DUES, FEES AND OTHER CHARGES",CHAPTER V
1348,322,HOISTING SIGNALS,CHAPTER VI
1349,322,PROVISIONS WITH RESPECT TO PENALTIES,CHAPTER VII
1350,322,SUPPLEMENTAL PROVISIONS,CHAPTER VIII
1351,324,PRELIMINARY,
1352,324,INCORPORATION OF THE TRUSTEES,
1353,324,PROPERTY AND POWERS OF THE TRUSTEES,
1354,324,DUTIES OF THE TRUSTEES,
1355,324,SUPPLEMENTAL PROVISIONS,
1356,330,PRELIMINARY,CHAPTER I
1357,330,SURVEY OF INLAND MECHANICALLY PROPELLED VESSELS,CHAPTER II
1358,330,PENALTIES AND LEGAL PROCEEDINGS,CHAPTER VII
1359,330,SUPPLEMENTAL,CHAPTER VIII
1360,330,REGISTRATION OF INLAND MECHANICALLY PROPELLED VESSELS,CHAPTER IIA
1361,330,MASTERS INCLUDING SERANGS AND ENGINEERS INCLUDING ENGINE-DRIVERS OF INLAND MECHANICALLY PROPELLED VESSELS,CHAPTER III
1362,330,INVESTIGATIONS INTO CASUALTIES,CHAPTER IV
1363,330,REMOVAL OF OBSTRUCTIONS AND SIMILAR HAZARDS IN NAVIGATION,CHAPTER IVA
1364,330,SUSPENSION AND CANCELLATION OF CERTIFICATES GRANTED UNDER THE ACT,CHAPTER V
1365,330,"PROTECTION OF, AND CARRIAGE OF PASSENGERS IN, INLAND MECHANICALLY PROPELLED VESSELS",CHAPTER VI
1366,330,INSURANCE OF MECHANICALLY PROPELLED VESSELS AGAINST THIRD PARTY RISKS,CHAPTER VIA
1367,330,,CHAPTER VIAB
1368,340,THE UNIVERSITY,
1369,340,THE VISITOR,
1370,340,THE VISITING BOARD,
1371,340,CHIEF RECTOR,
1372,340,OFFICERS OF THE UNIVERSITY,
1373,340,AUTHORITIES OF THE UNIVERSITY,
1374,340,"STATUTES, ORDINANCES AND REGULATIONS",
1375,340,ADMISSION AND EXAMINATIONS,
1376,340,ANNUAL REPORT AND ACCOUNTS,
1377,340,SUPPLEMENTARY PROVISIONS,
1378,340,,
1379,342,THE UNIVERSITY,
1380,342,OFFICERS OF THE UNIVERSITY,
1381,342,AUTHORITIES OF THE UNIVERSITY,
1382,342,UNIVERSITY BOARDS,
1383,342,"STATUTES, ORDINANCES AND REGULATIONS",
1384,342,RESIDENCE,
1385,342,ADMISSION AND EXAMINATIONS,
1386,342,ANNUAL REPORT AND ACCOUNTS,
1387,342,SUPPLEMENTARY PROVISIONS,
1388,342,,
1389,343,PRELIMINARY,CHAPTER I
1390,343,EMPLOYEE’S COMPENSATION,CHAPTER II
1391,343,COMMISSIONERS,CHAPTER III
1392,343,RULES,CHAPTER IV
1393,345,PRELIMINARY,CHAPTER I
1394,345,APPLICATION OF ACT,CHAPTER II
1395,345,APPROPRIATION OF HOUSES,CHAPTER III
1396,345,PROCEDURE IN REFERENCES,CHAPTER IV
1397,345,APPEALS,CHAPTER V
1398,345,SUPPLEMENTAL PROVISIONS,CHAPTER VI
1399,351,PRELIMINARY,
1400,351,CONSTITUTION OF BAR COUNCILS,
1401,351,ADMISSION AND ENROLMENT OF ADVOCATES,
1402,351,MISCONDUCT,
1403,351,MISCELLANEOUS,
1404,352,PRELIMINARY,CHAPTER I
1405,352,OF RESERVED FORESTS,CHAPTER II
1406,352,OF FOREST-OFFICERS,CHAPTER XI
1407,352,SUBSIDIARY RULES,CHAPTER XII
1408,352,MISCELLANEOUS,CHAPTER XIII
1409,352,OF VILLAGE-FORESTS,CHAPTER III
1410,352,OF PROTECTED FORESTS,CHAPTER IV
1411,352,OF THE CONTROL OVER FORESTS AND LANDS NOT BEING THE PROPERTY OF GOVERNMENT,CHAPTER V
1412,352,OFTHE DUTY ON TIMBER AND OTHER FOREST-PRODUCE,CHAPTER VI
1413,352,OFTHE CONTROL OF TIMBER AND OTHER FOREST-PRODUCE IN TRANSIT,CHAPTER VII
1414,352,OF THE COLLECTION OF DRIFT AND STRANDED TIMBER,CHAPTER VIII
1415,352,PENALTIES AND PROCEDURE,CHAPTER IX
1416,352,CATTLE-TRESPASS,CHAPTER X
1417,353,PRELIMINARY,
1418,353,GENERAL LIGHTHOUSES,
1419,353,LOCAL LIGHTHOUSES,
1420,353,LIGHT-DUES,
1421,353,ACCOUNTS,
1422,353,[DELEGATION OF POWERS] [OMITTED.].,
1423,353,RULES,
1424,353,REPEALS,
1425,357,PRELIMINARY,CHAPTER I
1426,357,THENATURE OF PARTNERSHIP,CHAPTER II
1427,357,RELATIONSOF PARTNERS TO ONE ANOTHER,CHAPTER III
1428,357,RELATIONS OF PARTNERS TO THIRD PARTIES,CHAPTER IV
1429,357,INCOMING AND OUTGOING PARTNERS,CHAPTER V
1430,357,DISSOLUTION OF A FIRM,CHAPTER VI
1431,357,REGISTRATION OF FIRMS,CHAPTER VII
1432,357,SUPPLEMENTAL,CHAPTER VIII
1433,361,PRELIMINARY,
1434,361,CONTROL OVER PETROLEUM,CHAPTER I
1435,361,THE TESTING OF PETROLEUM,CHAPTER II
1436,361,PANALTIES AND PROCEDURE,CHAPTER III
1437,361,SUPPLEMENTAL,CHAPTER IV
1438,362,PRELIMINARY,CHAPTER I
1439,362,"INCORPORATION, CAPITAL, MANAGEMENT AND BUSINESS",CHAPTER II
1440,362,PENALTIES,CHAPTER V
1441,362,CENTRAL BANKING FUNCTIONS,CHAPTER III
1442,362,COLLECTION AND FURNISHING OF CREDIT INFORMATION,CHAPTER IIIA
1443,362,PROVISIONS RELATING TO NON-BANKING INSTITUTIONS RECEIVING DEPOSITS AND FINANCIAL INSTITUTIONS,CHAPTER III B
1444,362,PROHINITION OF ACCEPTANCE OF DEPOSITS BY UNINCORPORATED BODIES,CHAPTER IIIC
1445,362,"REGULATION OF TRANSACTIONS IN DERIVATIVES, MONEY MARKET INSTRUMENTS, SECURITIES, ETC.",CHAPTER IIID
1446,362,JOINT MECHANISM,CHAPTER IIIE
1447,362,MONETARY POLICY,CHAPTER IIIF
1448,362,GENERAL PROVISIONS,CHAPTER IV
1449,365,I.—PRELIMINARY,
1450,365,II.—MARRIAGES BETWEEN PARSIS,
1451,365,III.—PARSI MATRIMONIAL COURTS,
1452,365,IV.—MATRIMONIAL SUITS,
1453,365,V.—CHILDREN OF THE PARTIES,
1454,365,VI.—MISCELLANEOUS,
1455,370,MANOEUVRES,CHAPTER I
1456,370,FIELD FIRING AND ARTILLERY PRACTICE,CHAPTER II
1457,370,GENERAL,CHAPTER III
1458,370,,
1459,373,INTRODUCTORY,CHAPTER I
1460,373,"THE DRUGS TECHNICAL ADVISORY BOARD, THE CENTRAL DRUGS LABORATORY AND THE DRUGS CONSULTATIVE COMMITTEE",CHAPTER II
1461,373,IMPORT OF DRUGS AND COSMETICS,CHAPTER III
1462,373,MANUFACTURE. SALE AND DISTRIBUTSION OF DRUGS AND COSMETICS,CHAPTER IV
1463,373,"PROVISIONS RELATING TO AYURVEDIC, SIDDHA AND UNANI DRUGS",CHAPTER IVA
1464,373,MISCELLANEOUS,CHAPTER V
1465,375,Duties of Customs and of Excise,
1466,375,Registration,
1467,375,"Control of Sale, Export and Re-import of Coffee",
1468,375,Curing of Coffee,
1469,375,Finance,
1470,375,Penalties and Procedure,
1471,375,General,
1472,375,,
1473,388,INTRODUCTORY,CHAPTER I
1474,388,DENTAL COUNCIL OF INDIA,CHAPTER II
1475,388,STATE DENTAL COUNCILS,CHAPTER III
1476,388,REGISTRATION,CHAPTER IV
1477,388,MISCELLANEOUS,CHAPTER V
1478,391,PRELIMINARY,CHAPTER I
1479,391,"CORPORATION, STANDING COMMITTEE AND MEDICAL BENEFIT COUNCIL",CHAPTER II
1480,391,FINANCE AND AUDIT,CHAPTER III
1481,391,CONTRIBUTIONS,CHAPTER IV
1482,391,BENEFITS,CHAPTER V
1483,391,SCHEME FOR OTHER BENEFICIARIES,CHAPTER VA
1484,391,ADJUDICATION OF DISPUTE AND CLAIMS,CHAPTER VI
1485,391,PENALTIES,CHAPTER VII
1486,391,MISCELLANEOUS,CHAPTER VIII
1487,400,PRELIMINARY,CHAPTER I
1488,400,THE INSPECTING STAFF,CHAPTER II
1489,400,PENALTIES AND PROCEDURE,CHAPTER X
1490,400,SUPPLEMENTAL,CHAPTER XI
1491,400,HEALTH,CHAPTER III
1492,400,SAFETY,CHAPTER IV
1493,400,PROVISION RELATING TO HAZARDOUS PROCESSES,CHAPTER IVA
1494,400,WELFARE,CHAPTER V
1495,400,WORKING HOURS OF ADULTS,CHAPTER VI
1496,400,EMPLOYMENT OF YOUNG PERSONS,CHAPTER VII
1497,400,ANNUAL LEAVE WITH WAGES,CHAPTER VIII
1498,400,SPECIAL PROVISIONS,CHAPTER IX
1499,407,PRELIMINARY,
1500,407,CONSTITUTION OF THE FORCE,
1501,407,GENERAL DUTIES OF MEMBERS OF THE FORCE,
1502,407,SUPERINTENDENCE CONTROL AND ADMINISTRATION OF THE FORCE,
1503,407,OFFENCES AND PUNISHMENTS,
1504,407,ARREST,
1505,407,MISCELLANEOUS,
1506,417,PRELIMINARY,CHAPTER I
1507,417,SPECIAL PROVISIONS FOR THE APPLICATION OF ACT IN CERTAIN CASES,CHAPTER II
1508,417,PROCEDURE OF COURTS-MATRIAL,CHAPTER XI
1509,417,CONFIRMATION AND REVISION,CHAPTER XII
1510,417,EXECUTION OF SENTENCES,CHAPTER XIII
1511,417,PARDONS REMISSIONS AND SUSPENSIONS,CHAPTER XIV
1512,417,RULES,CHAPTER XV
1513,417,TRANSITORY PROVISIONS,CHAPTER XVI
1514,417,"COMMISSION, APPOINTMENT AND ENROLMENT",CHAPTER III
1515,417,CONDITIONS OF SERVICE,CHAPTER IV
1516,417,SERVICE PRIVILEGES,CHAPTER V
1517,417,OFFENCES,CHAPTER VI
1518,417,PUNISHMENTS,CHAPTER VII
1519,417,PENAL DEDUCTIONS,CHAPTER VIII
1520,417,ARREST AND PROCEEDINGS BEFORE TRIAL,CHPATER IX
1521,417,COURTS-MARTIAL,CHAPTER X
1522,421,PRELIMINARY,CHAPTER I
1523,421,SPECIAL PROVISIONS FOR THE APPLICATION OF ACT IN CERTAIN CASES,CHAPTER II
1524,421,PROCEDURE OF COURTS-MARTIAL,CHAPTER XI
1525,421,CONFIRMATION AND REVISION,CHAPTER XII
1526,421,EXECUTION OF SENTENCES,CHAPTER XIII
1527,421,"PARDONS, REMISSIONS AND SUSPENSIONS",CHAPTER XIV
1528,421,RULES,CHAPTER XV
1529,421,"COMMISSION, APPOINTMENT AND ENROLMENT",CHAPTER III
1530,421,CONDITIONS OF SERVICE,CHAPTER IV
1531,421,SERVICE PRIVILEGES,CHAPTER V
1532,421,OFFENCES,CHAPTER VI
1533,421,PUNISHMENTS,CHAPTER VII
1534,421,PENAL DEDUCTIONS,CHAPTER VIII
1535,421,ARREST AND PROCEEDINGS BEFORE TRIAL,CHAPTER IX
1536,421,COURTS-MARTIAL,CHAPTER X
1537,430,PRELIMINARY,CHAPTER I
1538,430,THE CENTRAL ADVISORY COUNCILAND DEVELOPMENT COUNCILS,CHAPTER II
1539,430,REGULATION OF SCHEDULED INDUSTRIES,CHAPTER III
1540,430,DIRECT MANAGEMENT OR CONTROL OF INDUSTRIAL UNDERTAKINGS BY CENTRAL GOVERNMENT IN CERTAIN CASES,CHAPTER IIIA
1541,430,MANAGEMENT OR CONTROL OF INDUSTRIAL UNDERTAKINGS OWNED BY COMPANIES IN LIQUIDATION,CHAPTER IIIAA
1542,430,POWER TO PROVIDE RELIEF TO CERTAIN INDUSTRIAL UNDERTAKINGS,CHAPTER IIIAB
1543,430,LIQUIDATION OR RECONSTRUCTION OF COMPANIES,CHAPTER IIIAC
1544,430,"CONTROL OF SUPPLY, DISTRIBUTION, PRICE, ETC., OF CERTAIN ARTICLES",CHAPTER IIIB
1545,430,MISCELLANEOUS,CHAPTER IV
1546,433,PRELIMINARY,CHAPTER I
1547,436,PRELIMINARY,CHAPTER I
1548,436,INSPECTORS AND CERTIFYING SURGEONS,CHAPTER II
1549,436,COMMITTEES,CHAPTER III
1550,436,MINING OPERATIONS AND MANAGEMENT OF MINES,CHAPTER IV
1551,436,PROVISIONS AS TO HEALTH AND SAFETY,CHAPTER V
1552,436,HOURS AND LIMITATION OF EMPLOYMENT,CHAPTER VI
1553,436,LEAVEWITH WAGES,CHAPTER VII
1554,436,"REGULATIONS, RULES AND BYE-LAWS",CHAPTER VIII
1555,436,PENALTIES AND PROCEDURE,CHAPTER IX
1556,436,MISCELLANEOUS,CHAPTER X
1557,442,PRELIMINARY,CHAPTER I
1558,442,THE TEA BOARD,CHAPTER II
1559,442,CONTROL OVER THE EXTENSION OF TEA CULTIVATION,CHAPTER III
1560,442,MANAGEMENT OR CONTROL OF TEA UNDERTAKINGS OR TEA UNITS BY THE CENTRAL GOVERNMENT IN CERTAIN CIRCUMSTANCES,CHAPTER IIIA
1561,442,CONTROL OVER THE EXPORT OF TEA AND TEA SEED,CHAPTER IV
1562,442,"FINANCE, ACCOUNTS AND AUDIT",CHAPTER V
1563,442,CONTROL BY THE CENTRAL GOVERNMENT,CHAPTER VI
1564,442,MISCELLANEOUS,CHAPTER VII
1565,444,PRELIMANARY,CHAPTER I
1566,444,THE COIR BOARD,CHAPTER II
1567,444,CONTROL OVER THE EXPORT OF COIR FIBRE COIR YARD AND PRODUCTS,CHAPTER III
1568,444,"FINANCE, ACCOUNTS AND AUDIT",CHAPTER IV
1569,444,CONTROL BY THE CENTRAL GOVERNMENT,CHAPTER V
1570,444,MISCELLANOUS,CHPTER VI
1571,447,PRELIMINARY,CHAPTER I
1572,447,LEAVE,CHAPTER II
1573,447,SALARIES AND PENSIONS,CHAPTER III
1574,447,MISCELLANEOUS,CHAPTER IV
1575,452,PRELIMINARY,CHAPTER I
1576,452,INCORPORATION AND SHARE CAPITAL OF STATE BANK,CHAPTER II
1577,452,TRANSFER OF UNDERTAKING OF THE IMPERIAL BANK TO STATE BANK,CHAPTER III
1578,452,SHARES,CHAPTER IV
1579,452,MANAGEMENT,CHAPTER V
1580,452,BUSINESS OF THE STATE BANK,CHAPTER VI
1581,452,"FUNDS, ACCOUNTS AND AUDIT",CHAPTER VII
1582,452,MISCELLANEOUS,CHAPTER VIII
1583,455,PRELIMINARY,CHAPTER I
1584,455,WORKING JOURNALISTS,CHAPTER II
1585,455,NON-JOURNALIST NEWSPAPER EMPLOYEES,CHAPTER IIA
1586,455,APPLICATION OF CERTAIN ACTS TO NEWSPAPER EMPLOYEES,CHAPTER III
1587,455,MISCELLANEOUS,CHAPTER IV
1588,456,ACQUISITION OF CITIZENSHIP,
1589,456,OVERSEAS CITIZENSHIP,
1590,456,TERMINATION OF CITIZENSHIP,
1591,456,SUPPLEMENTAL,
1592,456,,
1593,457,PRELIMINARY,
1594,457,HINDU MARRIAGES,
1595,457,RESTITUTION OF CONJUGAL RIGHTS AND JUDICIAL SEPARATION,
1596,457,NULLITY OF MARRIAGE AND DIVORCE,
1597,457,JURISDICTION AND PROCEDURE,
1598,457,SAVINGS AND REPEALS,
1599,462,PRELIMINARY,CHAPTER I
1600,462,INTESTATE SUCCESSION,CHAPTER II
1601,462,TESTAMENTARY SUCCESSION,CHAPTER III
1602,462,REPEALS,CHAPTER IV
1603,465,PRELIMINARY,
1604,465,RECOGNISED STOCK EXCHANGE,
1605,465,CONTRACTS AND OPTIONS IN SECURITIES,
1606,465,LISTING OF SECURITIES BY PUBLIC COMPANIES,
1607,465,PENALTIES AND PROCEDURE,
1608,465,MISCELLANEOUS,
1609,469,PRELIMINARY,CHAPTER I
1610,469,THE KHADI AND VILLAGE INDUSTRIES COMMISSION,CHAPTER II
1611,469,FUNCTIONS OF THE COMMISSION,CHAPTER III
1612,469,"FINANCE, ACCOUNTS, AUDIT AND REPORTS",CHAPTER IV
1613,469,MISCELLANEOUS,CHAPTER V
1614,471,PRELIMINARY,CHAPTER I
1615,471,FORMULATION OF PRINCIPLES FOR DETERMINING WHEN A SALE OR PURCHASE OF GOODS TAKES PLACE IN THE COURSE OF INTER-STATE TRADE OR COMMERCE OR OUTSIDE A STATE OR IN THE COURSE OF IMPORT OR EXPORT,CHAPTER II
1616,471,INTER-STATE SALES TAX,CHAPTER III
1617,471,GOODS OF SPECIAL IMPORTANCE IN INTER-STATE TRADE OR COMMERCE,CHAPTER IV
1618,471,LIABILITY IN SPECIAL CASES,CHAPTER V
1619,471,APPEALS TO THE HIGHEST APPELLATE AUTHORITY OF THE STATE,CHAPTER VA
1620,471,AUTHORITY TO SETTLE DISPUTES IN CURSE OF INTER -STATE TRADE OR COMMERCE,CHAPTER VI
1621,472,PRELIMINARY,CHAPTER I
1622,472,COPYRIGHT OFFICE AND APPELLATE BOARD,CHAPTER II
1623,472,INFRINGEMENT OF COPYRIGHT,CHAPTER XI
1624,472,CIVIL REMEDIES,CHAPTER XII
1625,472,OFFENCES,CHAPTER XIII
1626,472,APPEALS,CHAPTER XIV
1627,472,MISCELLANEOUS,CHAPTER XV
1628,472,COPYRIGHT,CHAPTER III
1629,472,OWNERSHIP OF COPYRIGHT AND THE RIGHTS OF THE OWNER,CHAPTER IV
1630,472,TERM OF COPYRIGHT,CHAPTER V
1631,472,LICENCES,CHAPTER VI
1632,472,COPYRIGHT SOCIETIES,CHAPTER VII
1633,472,RIGHTS OF BROADCASTING ORGANISATION AND OF PERFORMERS,CHAPTER VIII
1634,472,INTERNATIONAL COPYRIGHT,CHAPTER IX
1635,472,REGISTRATION OF COPYRIGHT,CHAPTER X
1636,476,CHARGE OF WEALTH-TAX AND ASSETS SUBJECT TO SUCH CHARGE,CHAPTER II
1637,476,WEALTH-TAX AUTHORITIES,CHAPTER III
1638,476,REGISTERED VALUERS,CHAPTER VIIB
1639,476,MISCELLANEOUS,CHAPTER VIII
1640,476,ASSESSMENT,CHAPTER IV
1641,476,SPECIAL PROVISION FOR AVOIDING REPETITIVE APPEALS,CHAPTER IVA
1642,476,CHARGE OF ADDITIONAL WEALTH-TAX IN CERTAIN CASES,CHAPTER IVB
1643,476,LIABILITY TO ASSESSMENT IN SPECIAL CASES,CHAPTER V
1644,476,SETTLEMENT OF CASES,CHAPTER VA
1645,476,"APPEALS, REVISIONS AND REFERENCES",CHAPTER VI
1646,476,PAYMENT AND RECOVERY OF WEALTH-TAX,CHAPTER VII
1647,476,REFUNDS,CHAPTER VIIA
1648,476,,
1649,481,PRELIMINARY,CHAPTER I
1650,481,THE DELHI DEVELOPMENT AUTHORITY AND ITS OBJECTS,CHAPTER II
1651,481,MASTER PLAN AND ZONAL DEVELOPMENT PLANS,CHAPTER III
1652,481,MODIFICATIONS TO THE MASTER PLAN AND THE ZONAL DEVELOPMENT PLAN,CHAPTER IIIA
1653,481,DEVELOPMENT OF LANDS,CHAPTER IV
1654,481,ACQUISITION AND DISPOSAL OF LAND,CHAPTER V
1655,481,"FINANCE, ACCOUNTS AND AUDIT",CHAPTER VI
1656,481,SUPPLEMENTAL AND MISCELLANEOUS PROVISIONS,CHAPTER VII
1657,482,PRELIMINARY,CHAPTER I
1658,482,THE NAVAL FORCES,CHAPTER II
1659,482,CHARGE,CHAPTER XI
1660,482,AUTHORITIES HAVING POWER TO AWARD PUNISHMENTS,CHAPTER XII
1661,482,PROCEDURE,CHAPTER XIII
1662,482,EXECUTION OF SENTENCES,CHAPTER XIV
1663,482,JUDICAIL REVIEW OF COURTS-MARTIAL PROCEEDINGS,CHAPTER XV
1664,482,"MODIFICATIONS OF FINDINGS AND SENTENCES, PARDONS AND COMMUTATION REMISSION AND SUSPENSION OF SENTENCES",CHAPTER XVI
1665,482,"OFFENCES IN RELATION TO COURTS-MARTIAL, DISCIPLINARY COURTS AND PRISONS",CHAPTER XVII
1666,482,JUDGE ADVOCATE GENERAL OF THE NAVY AND OFFICERS OF HIS DEPARTMENT,CHAPTER XVIII
1667,482,"DISPOSAL OF THE PRIVATE PROPERTY OF PERSONS DECEASED, MISSING, ETC.",CHAPTER XIX
1668,482,REGULATIONS,CHAPTER XX
1669,482,SPECIAL PROVISIONS RELATING TO DISCIPLINE IN CERTAIN CASES,CHAPTER III
1670,482,REPEALS AND SAVINGS,CHAPTER XXI
1671,482,TRANSITORY PROVISIONS,CHAPTER XXII
1672,482,"COMMISSIONS, APPOINTMENTS AND ENROLMENTS",CHAPTER IV
1673,482,CONDITIONS OF SERVICE,CHAPTER V
1674,482,SERVICE PRIVILEGES,CHAPTER VI
1675,482,"PROVISIONS AS TO PAY, PENSION, ETC., AND MAINTENANCE OF FAMILIES",CHAPTER VII
1676,482,ARTICLES OF WAR,CHAPTER VIII
1677,482,PROVISIONS AS TO PUNISHMENTS,CHAPTER IX
1678,482,ARREST,CHAPTER X
1679,483,PRELIMINARY,CHAPTER I
1680,483,THE CORPORATION,CHAPTER II
1681,483,ACCOUNTS AND AUDIT,CHAPTER XI
1682,483,"WATER SUPPLY, DRAINAGE AND SEWAGE DISPOSAL",CHAPTER XII
1683,483,ELECTRICITY SUPPLY,CHAPTER XIII
1684,483,TRANSPORT SERVICES,CHAPTER XIV
1685,483,STREETS,CHAPTER XV
1686,483,BUILDING REGULATIONS,CHAPTER XVI
1687,483,SANITATION AND PUBLIC HEALTH,CHAPTER XVII
1688,483,VITAL STATISTICS,CHAPTER XVIII
1689,483,PUBLIC SAFETY AND SUPPRESSION OF NUISANCES,CHAPTER XIX
1690,483,"MARKETS, SLAUGHTER HOUSES, TRADE AND OCCUPATIONS",CHAPTER XX
1691,483,FUNCTIONS OF THE CORPORATION,CHAPTER III
1692,483,IMPROVEMENT,CHAPTER XXI
1693,483,"POWERS, PROCEDURE, OFFENCES AND PENALTIES",CHAPTER XXII
